,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,trackName,artistName,explicit,popularity
1376,0.621,0.23,7,-14.341,1,0.0259,0.676,0.0022,0.11,0.229,92.08,4DsZFbvLhBxz5rQZiozfDn,218084,4,Deathcab,Ditty,False,42
1377,0.528,0.449,5,-6.25,0,0.025,0.785,0.0,0.122,0.317,94.058,56zZ48jdyY2oDXHVnwg5Di,261974,4,Tum Hi Ho,Arijit Singh,False,74
1378,0.468,0.91,11,-3.057,0,0.051,0.12,0.000304,0.271,0.694,163.842,18YHbIhrleUkKKj2DvEp79,303680,4,Zara Sa,Pritam,False,73
1379,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018,6E6BCsQHXDAdXsrL7zV71N,218550,4,Roz Roz,The Yellow Diary,False,62
1380,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,6udC4b4jOSnHb9ItnXgKLR,195253,4,Saibo,Sachin-Jigar,False,77
1381,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018,6E6BCsQHXDAdXsrL7zV71N,218550,4,Roz Roz,The Yellow Diary,False,62
1382,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018,6E6BCsQHXDAdXsrL7zV71N,218550,4,Roz Roz,The Yellow Diary,False,62
1383,0.697,0.438,8,-8.411,1,0.0289,0.397,0.0,0.293,0.58,117.954,5FXMRdJjKq1BIX4e8Eg9mK,241668,4,Ajab Si,KK,False,71
1384,0.711,0.135,1,-12.074,1,0.0634,0.828,0.0,0.0935,0.581,88.279,5O0vv59rTNu0zJ2s9xI2GW,163559,4,Can't Take My Eyes Off You,Joseph Vincent,False,66
1385,0.434,0.378,8,-8.7,1,0.029,0.766,0.000136,0.115,0.291,92.982,1mYcukuz7uow0wc7DmPXHU,274202,4,Rozana,Shreya Ghoshal,False,60
1386,0.599,0.653,0,-7.576,0,0.122,0.362,0.0,0.144,0.678,79.968,0gRNu9dVzi5aC87AI1empZ,284573,4,Jab Se Tere Naina,Monty Sharma,False,68
1387,0.495,0.556,3,-7.49,1,0.041,0.638,0.0,0.123,0.366,159.996,3SHopOL3KEJ8PFl3vJdfmF,225569,4,Naina Da Kya Kasoor,Amit Trivedi,False,67
1388,0.319,0.552,7,-6.401,1,0.0307,0.719,0.0,0.144,0.221,93.991,6TFESXMfJJWwccviaxGAMa,268463,4,Humsafar,Akhil Sachdeva,False,67
1389,0.53,0.795,7,-6.547,1,0.0314,0.17,2.81e-05,0.157,0.546,150.009,6qMB7GsJd7L8sqEvQGWQl6,305600,4,O Meri Jaan,Pritam,False,54
1390,0.237,0.543,7,-8.921,1,0.0372,0.838,3.86e-06,0.0961,0.316,73.896,7fpWJr5shT90KiCHXKHxch,305613,4,Phir Le Aya Dil - Reprise,Pritam,False,61
1391,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1392,0.847,0.558,8,-5.855,0,0.0663,0.325,0.0,0.135,0.495,98.062,3wz2vWhYnnBoFmgMkqtzLy,131078,4,Daku,Chani Nattan,False,81
1393,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1394,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1395,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,5Y5c5bJK0O7KJDDAYKkppH,257613,3,Lag Ja Gale Se Phir,Lata Mangeshkar,False,57
1396,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
1397,0.668,0.475,10,-8.406,0,0.0436,0.0716,0.415,0.0864,0.692,80.031,5uwII82FTuLW7sKOqXAWyY,90001,3,Nazm Nazm,Arko,False,15
1398,0.668,0.475,10,-8.406,0,0.0436,0.0716,0.415,0.0864,0.692,80.031,5uwII82FTuLW7sKOqXAWyY,90001,3,Nazm Nazm,Arko,False,15
1399,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Ellie Goulding,False,51
1400,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1401,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,7cWnks0lsRtpAi87COOiXK,379768,4,O Re Piya,Salim–Sulaiman,False,74
1402,0.668,0.475,10,-8.406,0,0.0436,0.0716,0.415,0.0864,0.692,80.031,5uwII82FTuLW7sKOqXAWyY,90001,3,Nazm Nazm,Arko,False,15
1403,0.697,0.438,8,-8.411,1,0.0289,0.397,0.0,0.293,0.58,117.954,5FXMRdJjKq1BIX4e8Eg9mK,241668,4,Ajab Si,KK,False,71
1404,0.565,0.358,8,-8.383,0,0.0338,0.623,0.0,0.11,0.595,90.899,3boJs8tx10SQr2nUUm3FAr,231306,4,"Pyaar Toh Tha (From ""Bala"")",Sachin-Jigar,False,46
1405,0.53,0.795,7,-6.547,1,0.0314,0.17,2.81e-05,0.157,0.546,150.009,6qMB7GsJd7L8sqEvQGWQl6,305600,4,O Meri Jaan,Pritam,False,54
1406,0.748,0.472,0,-9.266,0,0.125,0.596,1.1e-05,0.102,0.364,149.97,70wFZWY6cKFxp3Qcq8uxH4,230904,4,Ektarfa,King,False,70
1407,0.748,0.472,0,-9.266,0,0.125,0.596,1.1e-05,0.102,0.364,149.97,70wFZWY6cKFxp3Qcq8uxH4,230904,4,Ektarfa,King,False,70
1408,0.668,0.475,10,-8.406,0,0.0436,0.0716,0.415,0.0864,0.692,80.031,5uwII82FTuLW7sKOqXAWyY,90001,3,Nazm Nazm,Arko,False,15
1409,0.393,0.609,4,-5.954,1,0.0415,0.0558,2.22e-06,0.107,0.347,71.377,0up9rhm9qt2LW7cnoDFCMk,264963,4,Jiyein Kyun,Pritam,False,65
1410,0.748,0.472,0,-9.266,0,0.125,0.596,1.1e-05,0.102,0.364,149.97,70wFZWY6cKFxp3Qcq8uxH4,230904,4,Ektarfa,King,False,70
1411,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1412,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1413,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,5Y5c5bJK0O7KJDDAYKkppH,257613,3,Lag Ja Gale Se Phir,Lata Mangeshkar,False,57
1414,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
1415,0.565,0.358,8,-8.383,0,0.0338,0.623,0.0,0.11,0.595,90.899,3boJs8tx10SQr2nUUm3FAr,231306,4,"Pyaar Toh Tha (From ""Bala"")",Sachin-Jigar,False,46
1416,0.748,0.472,0,-9.266,0,0.125,0.596,1.1e-05,0.102,0.364,149.97,70wFZWY6cKFxp3Qcq8uxH4,230904,4,Ektarfa,King,False,70
1417,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mariana,The Royston Club,False,83
1418,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1419,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1420,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1421,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1422,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1423,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1424,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1425,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1426,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1427,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1428,0.402,0.935,2,-5.304,0,0.0482,2.32e-05,0.081,0.263,0.34,100.018,2119jVEL7SOHyXxvBjaZrc,234513,4,Shadowminds - Ihsahn Remix,The Halo Effect,False,39
1429,0.709,0.377,0,-11.427,0,0.145,0.467,1.3e-05,0.11,0.332,108.014,3AhTANwPh05IairsIXltRi,324000,4,Know,System Of A Down,True,72
1430,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,2J2Z1SkXYghSajLibnQHOa,217747,4,Unstoppable,Disturbed,False,83
1431,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1432,0.622,0.375,10,-9.069,1,0.0279,0.411,0.0,0.0812,0.221,111.968,3GWaFFi6TlPcZLYmCCHZ9O,178000,4,Teenage Dream,Stephen Dawes,False,78
1433,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1434,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1435,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1436,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,No Love,Shubh,False,82
1437,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1438,0.847,0.558,8,-5.855,0,0.0663,0.325,0.0,0.135,0.495,98.062,3wz2vWhYnnBoFmgMkqtzLy,131078,4,Daku,Chani Nattan,False,81
1439,0.847,0.558,8,-5.855,0,0.0663,0.325,0.0,0.135,0.495,98.062,3wz2vWhYnnBoFmgMkqtzLy,131078,4,Daku,Chani Nattan,False,81
1440,0.772,0.519,1,-13.553,0,0.223,0.00405,0.573,0.302,0.418,147.319,5436Zt2RRGjfXbHBnKfrva,181952,4,Baller - Slowed + Reverb,Dinesh Thukran,False,31
1441,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1442,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1443,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1444,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1445,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1446,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1447,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1448,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1449,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1450,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1451,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1452,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,5Y5c5bJK0O7KJDDAYKkppH,257613,3,Lag Ja Gale Se Phir,Lata Mangeshkar,False,57
1453,0.65,0.482,4,-8.667,1,0.0281,0.293,0.0,0.0811,0.517,106.994,4LO5DjN6Tp3UkUvgESuy2t,269185,4,Samjhawan,Jawad Ahmad,False,68
1454,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1455,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1456,0.393,0.609,4,-5.954,1,0.0415,0.0558,2.22e-06,0.107,0.347,71.377,0up9rhm9qt2LW7cnoDFCMk,264963,4,Jiyein Kyun,Pritam,False,65
1457,0.621,0.23,7,-14.341,1,0.0259,0.676,0.0022,0.11,0.229,92.08,4DsZFbvLhBxz5rQZiozfDn,218084,4,Deathcab,Ditty,False,42
1458,0.692,0.937,11,-2.911,0,0.266,0.187,0.0,0.599,0.6,150.116,79xjw95DSvcl8sDtghDOGo,230200,4,"Akdi Pakdi (From ""Liger"")",Lijo George,False,47
1459,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1460,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1461,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1462,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1463,0.639,0.767,6,-4.997,1,0.0928,0.13,0.0,0.205,0.54,154.032,2L1OXzqVPpVxotHfLglUcB,205040,4,Chauffeur,Diljit Dosanjh,True,66
1464,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1465,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1466,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1467,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1468,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1469,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1470,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,5Y5c5bJK0O7KJDDAYKkppH,257613,3,Lag Ja Gale Se Phir,Lata Mangeshkar,False,57
1471,0.65,0.482,4,-8.667,1,0.0281,0.293,0.0,0.0811,0.517,106.994,4LO5DjN6Tp3UkUvgESuy2t,269185,4,Samjhawan,Jawad Ahmad,False,68
1472,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
1473,0.668,0.475,10,-8.406,0,0.0436,0.0716,0.415,0.0864,0.692,80.031,5uwII82FTuLW7sKOqXAWyY,90001,3,Nazm Nazm,Arko,False,15
1474,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,No Love,Shubh,False,82
1475,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1476,0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,6ZYxNjuAU9Vy3VtF6W1dtE,199206,4,We Rollin,Shubh,True,78
1477,0.284,0.362,5,-12.385,1,0.0285,0.815,0.0162,0.157,0.108,94.991,3OHmlhPdc5mERxiozW8NiN,399158,4,Aata Nahi,Kohraam,False,14
1478,0.284,0.362,5,-12.385,1,0.0285,0.815,0.0162,0.157,0.108,94.991,3OHmlhPdc5mERxiozW8NiN,399158,4,Aata Nahi,Kohraam,False,14
1479,0.284,0.362,5,-12.385,1,0.0285,0.815,0.0162,0.157,0.108,94.991,3OHmlhPdc5mERxiozW8NiN,399158,4,Aata Nahi,Kohraam,False,14
1480,0.284,0.362,5,-12.385,1,0.0285,0.815,0.0162,0.157,0.108,94.991,3OHmlhPdc5mERxiozW8NiN,399158,4,Aata Nahi,Kohraam,False,14
1481,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1482,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1483,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1484,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,5Y5c5bJK0O7KJDDAYKkppH,257613,3,Lag Ja Gale Se Phir,Lata Mangeshkar,False,57
1485,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1486,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1487,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1488,0.65,0.482,4,-8.667,1,0.0281,0.293,0.0,0.0811,0.517,106.994,4LO5DjN6Tp3UkUvgESuy2t,269185,4,Samjhawan,Jawad Ahmad,False,68
1489,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,5Y5c5bJK0O7KJDDAYKkppH,257613,3,Lag Ja Gale Se Phir,Lata Mangeshkar,False,57
1490,0.668,0.475,10,-8.406,0,0.0436,0.0716,0.415,0.0864,0.692,80.031,5uwII82FTuLW7sKOqXAWyY,90001,3,Nazm Nazm,Arko,False,15
1491,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
1492,0.748,0.472,0,-9.266,0,0.125,0.596,1.1e-05,0.102,0.364,149.97,70wFZWY6cKFxp3Qcq8uxH4,230904,4,Ektarfa,King,False,70
1493,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,No Love,Shubh,False,82
1494,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1495,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1496,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,5Y5c5bJK0O7KJDDAYKkppH,257613,3,Lag Ja Gale Se Phir,Lata Mangeshkar,False,57
1497,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018,6E6BCsQHXDAdXsrL7zV71N,218550,4,Roz Roz,The Yellow Diary,False,62
1498,0.697,0.438,8,-8.411,1,0.0289,0.397,0.0,0.293,0.58,117.954,5FXMRdJjKq1BIX4e8Eg9mK,241668,4,Ajab Si,KK,False,71
1499,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,42TMa2hgBNjte4uV7jNCnQ,148188,4,Baller,Shubh,False,81
1500,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,2HZLXBOnaSRhXStMLrq9fD,244804,4,Mary On A Cross,Ghost,False,83
1501,0.577,0.428,0,-9.066,1,0.0302,0.467,2.61e-05,0.272,0.401,104.938,0mAswKg3RCbmXAV4KYTUxM,198857,4,Aisay Kaisay,Hasan Raheem,False,63
1502,0.711,0.135,1,-12.074,1,0.0634,0.828,0.0,0.0935,0.581,88.279,5O0vv59rTNu0zJ2s9xI2GW,163559,4,Can't Take My Eyes Off You,Joseph Vincent,False,66
1503,0.65,0.482,4,-8.667,1,0.0281,0.293,0.0,0.0811,0.517,106.994,4LO5DjN6Tp3UkUvgESuy2t,269185,4,Samjhawan,Jawad Ahmad,False,68
1504,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,5Y5c5bJK0O7KJDDAYKkppH,257613,3,Lag Ja Gale Se Phir,Lata Mangeshkar,False,57
1505,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,74RjCYWXEq02lyMumMTKDI,166187,4,How Long Will I Love You,Jon Boden,False,51
1506,0.668,0.475,10,-8.406,0,0.0436,0.0716,0.415,0.0864,0.692,80.031,5uwII82FTuLW7sKOqXAWyY,90001,3,Nazm Nazm,Arko,False,15
1507,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
1508,0.393,0.609,4,-5.954,1,0.0415,0.0558,2.22e-06,0.107,0.347,71.377,0up9rhm9qt2LW7cnoDFCMk,264963,4,Jiyein Kyun,Pritam,False,65
1509,0.535,0.765,1,-7.862,0,0.0444,0.054,0.0,0.0921,0.373,191.827,3yV2c3cYhkAwSsxAq6nRiv,200120,4,Mann Mera,Gajendra Verma,False,77
1510,0.63,0.746,0,-6.551,0,0.0398,0.175,0.000836,0.271,0.34,102.954,4yR2z3JafnCo86THA6ISZ4,333740,4,Aadat,Atif Aslam,False,64
1511,0.684,0.771,8,-5.353,1,0.0307,0.548,0.0,0.112,0.539,119.982,0dLbrlAVPPjpPqnYfmJsWk,299827,4,Tera Hone Laga Hoon,Atif Aslam,False,76
1512,0.356,0.47,5,-8.929,1,0.0278,0.518,1e-05,0.0807,0.167,93.895,7uNnlVit5qDvfOje0pqICF,316500,4,Tum Ho,Mohit Chauhan,False,67
1513,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,7cWnks0lsRtpAi87COOiXK,379768,4,O Re Piya,Salim–Sulaiman,False,74
1514,0.486,0.881,2,-3.795,0,0.0558,0.0386,0.0,0.0678,0.637,89.219,30IOhjcKbULQUt66nYkUvW,245688,4,Aa Jao Meri Tamanna,Javed Ali,False,58
1515,0.528,0.449,5,-6.25,0,0.025,0.785,0.0,0.122,0.317,94.058,56zZ48jdyY2oDXHVnwg5Di,261974,4,Tum Hi Ho,Arijit Singh,False,74
1516,0.528,0.449,5,-6.25,0,0.025,0.785,0.0,0.122,0.317,94.058,56zZ48jdyY2oDXHVnwg5Di,261974,4,Tum Hi Ho,Arijit Singh,False,74
1517,0.296,0.581,6,-5.945,0,0.0338,0.433,0.0,0.0577,0.231,147.935,32765xcLM1fd6wQIpkN9A0,272669,4,Hasi - Male Version,Ami Mishra,False,70
1518,0.621,0.23,7,-14.341,1,0.0259,0.676,0.0022,0.11,0.229,92.08,4DsZFbvLhBxz5rQZiozfDn,218084,4,Deathcab,Ditty,False,42
1519,0.621,0.23,7,-14.341,1,0.0259,0.676,0.0022,0.11,0.229,92.08,4DsZFbvLhBxz5rQZiozfDn,218084,4,Deathcab,Ditty,False,42
1520,0.468,0.91,11,-3.057,0,0.051,0.12,0.000304,0.271,0.694,163.842,18YHbIhrleUkKKj2DvEp79,303680,4,Zara Sa,Pritam,False,73
1521,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,6udC4b4jOSnHb9ItnXgKLR,195253,4,Saibo,Sachin-Jigar,False,77
1522,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018,6E6BCsQHXDAdXsrL7zV71N,218550,4,Roz Roz,The Yellow Diary,False,62
1523,0.697,0.438,8,-8.411,1,0.0289,0.397,0.0,0.293,0.58,117.954,5FXMRdJjKq1BIX4e8Eg9mK,241668,4,Ajab Si,KK,False,71
1524,0.711,0.135,1,-12.074,1,0.0634,0.828,0.0,0.0935,0.581,88.279,5O0vv59rTNu0zJ2s9xI2GW,163559,4,Can't Take My Eyes Off You,Joseph Vincent,False,66
1525,0.434,0.378,8,-8.7,1,0.029,0.766,0.000136,0.115,0.291,92.982,1mYcukuz7uow0wc7DmPXHU,274202,4,Rozana,Shreya Ghoshal,False,60
