,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,trackName,artistName,explicit,popularity
383,0.786,0.356,6,-11.432,1,0.0462,0.771,0.694,0.1,0.519,116.023,47hXMyQDGW8sA1NGqmFL7h,153693,4,All I Need,Prateek Kuhad,False,52
384,0.516,0.419,1,-10.856,1,0.0275,0.816,0.223,0.0846,0.123,88.966,52lObaMpTZyYt2aACIkBmC,191461,4,Woh Raat,Shivoryx,False,64
385,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
386,0.558,0.497,8,-7.175,1,0.0256,0.0285,5.36e-06,0.0799,0.444,107.047,08kTa3SL9sV6Iy8KLKtGql,197549,4,Kasoor,Prateek Kuhad,False,70
387,0.678,0.449,4,-9.379,0,0.0869,0.477,0.0,0.536,0.606,100.033,0YLSjVxSb5FT1Bo8Tnxr8j,222096,4,Baaraat,Ritviz,False,63
388,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018,6E6BCsQHXDAdXsrL7zV71N,218550,4,Roz Roz,The Yellow Diary,False,62
389,0.503,0.549,9,-7.436,1,0.0347,0.749,1.66e-05,0.508,0.742,81.369,4jDfPSa6zoZ4xGTSmyrg8i,280080,4,Khoya,Zariya,False,34
390,0.699,0.299,6,-12.599,1,0.0403,0.869,0.0,0.0724,0.459,118.969,74kCarkFBzXYXNkkYJIsG0,212773,4,Alag Aasmaan,Anuv Jain,False,71
391,0.738,0.305,0,-9.667,1,0.0286,0.851,1.74e-05,0.15,0.489,116.07,1TkyDEdjiUuYhoMkxdZCiO,177027,1,Tere Hi Hum,Prateek Kuhad,False,60
392,0.776,0.477,1,-10.049,1,0.0308,0.592,0.000184,0.105,0.774,115.008,1EuQFujqMzy76oZZ7R2xNO,225391,4,Pahadon Mein,Salman Elahi,False,56
393,0.59,0.63,9,-6.735,1,0.0279,0.469,1.02e-05,0.15,0.227,119.962,6J4oLY2GEwOsUgEd50IpKy,245500,4,Baarish Ka Asar,Twin Strings,False,58
394,0.46,0.466,2,-7.721,1,0.0463,0.642,0.0,0.067,0.144,118.884,6p2o4ep90wpkh0qzUmyFuO,267520,4,Intezaar,Lucky Ali,False,53
395,0.6,0.294,6,-12.301,1,0.0292,0.871,8.66e-05,0.102,0.342,86.97,0NLkVxf0PyxsXBG3EuZcJf,217241,4,Gul,Anuv Jain,False,73
396,0.273,0.617,9,-6.884,1,0.0363,0.0169,0.0,0.153,0.181,96.271,0VsdGpccIWa7h8sYZmaO0G,297969,4,Kaagaz Ki Naav,Last Minute India,False,38
397,0.6,0.294,6,-12.301,1,0.0292,0.871,8.66e-05,0.102,0.342,86.97,0NLkVxf0PyxsXBG3EuZcJf,217241,4,Gul,Anuv Jain,False,73
398,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,6ZmtxXUXRVjxOhugKkmerC,211290,4,Dil Mere,The Local Train,False,64
399,0.556,0.202,4,-16.397,1,0.0324,0.915,0.0381,0.112,0.2,145.017,0cJTjTH3XVTTJh8F4Uq1db,243310,3,Waqt Ki Baatein,Dream Note,False,70
400,0.273,0.617,9,-6.884,1,0.0363,0.0169,0.0,0.153,0.181,96.271,0VsdGpccIWa7h8sYZmaO0G,297969,4,Kaagaz Ki Naav,Last Minute India,False,38
401,0.428,0.442,7,-10.485,1,0.0303,0.775,0.000132,0.0818,0.687,105.829,5aQe0faFOjeskrHwpleXLJ,199773,4,Yellow Paper Daisy,When Chai Met Toast,False,55
402,0.613,0.508,7,-8.489,1,0.0343,0.275,8.28e-06,0.0809,0.327,144.106,6RtnuC14DOUrvpRgS6WMQX,221667,4,Zakir,NAALAYAK,False,54
403,0.523,0.724,2,-4.54,1,0.0482,0.34,2.36e-06,0.366,0.589,80.859,6mPRfXj9wjlcAhUbojnYzb,340667,4,Gumsum,Akanksha Bhandari,False,40
404,0.623,0.455,0,-9.793,1,0.0302,0.426,0.0,0.145,0.233,142.878,5nTbPFqLKmQdIg1SD8KgG4,213986,4,Meri Baaton Mein Tu,Anuv Jain,False,61
405,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-05,0.105,0.418,106.887,4LtSTc3xANVhYeeN69nscM,233472,4,Aaftaab,The Local Train,False,59
406,0.527,0.521,2,-6.837,0,0.0272,0.631,0.0,0.158,0.266,143.892,6zCQF5tu7HVwU9shhKqiuF,335710,3,Khamoshi,Ritviz,False,67
407,0.39,0.318,9,-11.778,1,0.0304,0.466,0.013,0.0914,0.25,94.942,1JelKGBph8gon106Wqjwu2,246112,4,Jab Tum Miley,Abhilasha Sinha,False,44
408,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
409,0.262,0.224,9,-20.231,0,0.0463,0.0545,0.95,0.118,0.0388,119.715,5aaXqH8rgKZxg61HjECldi,246272,4,No Time for Caution,Hans Zimmer,False,61
410,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,27rdGxbavYJeBphck5MZAF,217467,4,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,False,79
411,0.78,0.439,3,-7.729,0,0.0331,0.547,0.00456,0.146,0.369,120.023,42XgH6kQAvTOiKODWMuD9p,354347,4,Waiting For You,Cousin Deeky,False,56
412,0.718,0.119,9,-21.914,1,0.114,0.882,3.51e-05,0.127,0.345,128.005,0XGkCb1VqwAsPhi9RvKVMX,188990,4,Mood - Slowed / Lofi,Yagih Mael,False,14
413,0.396,0.117,4,-19.843,1,0.0504,0.909,0.0,0.103,0.232,168.169,6hOh5eDIFQnjnsPhZvDb3Z,155000,4,talking to the moon x play date,westling,False,47
414,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4ZLzoOkj0MPWrTLvooIuaa,179080,4,Get You The Moon X Agar Tum Saath Ho,Pranish VP,False,80
415,0.726,0.664,2,-6.674,1,0.0331,0.636,0.0,0.0964,0.831,121.922,1sYC1fG7s4p0pTykrJqmgW,266053,4,Kyon,Pritam,False,63
416,0.837,0.717,5,-7.749,0,0.0822,0.0842,0.0,0.149,0.494,94.984,29m79w9xPMH4YCD6r8JSmV,176233,4,Excuses,AP Dhillon,False,80
417,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
418,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,0yCWDaAgOtg6TKlNCg9rwA,270000,4,Tu Aake Dekhle,King,False,81
419,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,2l3dFxtoSMgMQVyRIUHjpz,191869,4,Akhiyaan,Mitraz,False,75
420,0.622,0.431,11,-8.26,0,0.0293,0.0955,0.0,0.088,0.365,117.919,6XPmY4hIb1RGRyNuq0UBsl,216027,4,Kina Chir,The PropheC,False,71
421,0.17,0.645,1,-8.274,0,0.0399,0.103,7.08e-06,0.0821,0.0682,73.457,2ZacRyJ9CUXsrS3AkjvYTD,262013,4,"Mann Mera (From ""Table No. 21"")",Gajendra Verma,False,50
422,0.732,0.566,6,-7.114,1,0.249,0.857,0.00175,0.133,0.637,100.055,07NOpLvm8mCku71fzDzntQ,178329,4,Gumshudaa king,The roar,False,52
423,0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,6ZYxNjuAU9Vy3VtF6W1dtE,199206,4,WE ROLLIN,Shubh,True,78
424,0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,5pcmtf1lwrMqmAWWm248fY,168000,4,DESIRES,AP Dhillon,False,72
425,0.516,0.408,6,-14.43,0,0.033,0.777,0.289,0.352,0.148,89.974,5h5cACJg4ilBOvBUctEuRW,152137,4,Tum Kyu Chale Ate Ho (Lofi),Vicky Singh,False,0
426,0.37,0.467,2,-6.973,1,0.0411,0.442,0.0,0.109,0.162,137.796,5w0Xpt2YHT2Y3z3e4UUJP7,234722,4,Kaise Hua,Vishal Mishra,False,73
427,0.544,0.307,10,-11.361,1,0.0334,0.791,0.0,0.11,0.335,177.808,1ZiReD9pPTttQWwSoYqdyH,221271,4,Aankhon Se Batana,Dikshant,False,74
428,0.544,0.307,10,-11.361,1,0.0334,0.791,0.0,0.11,0.335,177.808,1ZiReD9pPTttQWwSoYqdyH,221271,4,Aankhon Se Batana,Dikshant,False,74
429,0.544,0.307,10,-11.361,1,0.0334,0.791,0.0,0.11,0.335,177.808,1ZiReD9pPTttQWwSoYqdyH,221271,4,Aankhon Se Batana,Dikshant,False,74
430,0.748,0.472,0,-9.266,0,0.125,0.596,1.1e-05,0.102,0.364,149.97,70wFZWY6cKFxp3Qcq8uxH4,230904,4,Ektarfa,King,False,70
431,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,22kRCQPyNXWZSQEcDvCmGD,230661,4,Gulabi,Sachin-Jigar,False,65
432,0.69,0.683,5,-7.186,0,0.0968,0.076,0.000113,0.134,0.549,160.088,2PcGqmKToUz0s65q1Acg7d,124499,4,SPACESHIP,AP Dhillon,False,72
433,0.828,0.533,6,-5.779,0,0.091,0.214,2.8e-05,0.307,0.605,93.021,2AilvPt1AQ8PixlCKqkjfj,200659,4,ELEVATED,Shubh,True,78
434,0.63,0.837,9,-4.635,0,0.0387,0.329,0.00271,0.159,0.473,107.997,5WncH5iZ5GFlnXm7jKEXVP,341028,4,Labon Ko,Pritam,False,70
435,0.746,0.615,4,-7.634,1,0.0391,0.392,0.0,0.0973,0.473,126.03,3dBnKADF2MmLXM9IopV9Bt,205714,4,Pink Blue,Tsumyoki,False,56
436,0.702,0.86,7,-3.969,1,0.0345,0.361,1.33e-06,0.133,0.829,120.042,4iFPsNzNV7V9KJgcOX7TEO,341933,4,Tu Jaane Na,Atif Aslam,False,73
437,0.684,0.326,8,-14.036,1,0.0558,0.301,0.000504,0.151,0.487,75.012,4G98uyDGgYieUCC7xaxgF3,230400,4,Bandar,SangeetKir,False,33
438,0.804,0.902,11,-3.067,0,0.0846,0.265,0.000402,0.065,0.72,155.98,3yRLROmAcKJBqTrdEczFB8,211394,4,Brown Rang,Yo Yo Honey Singh,False,67
439,0.854,0.611,8,-6.26,0,0.0864,0.223,0.0,0.119,0.417,100.024,58f4twRnbZOOVUhMUpplJ4,254400,4,Brown Munde,AP Dhillon,False,74
440,0.718,0.489,2,-7.406,1,0.413,0.0287,9.39e-06,0.058,0.582,173.915,78tqiIz7GGnBnDRmPdvkLr,201379,4,Desi Dan Bilzerian,King,False,52
441,0.516,0.419,1,-10.856,1,0.0275,0.816,0.223,0.0846,0.123,88.966,52lObaMpTZyYt2aACIkBmC,191461,4,Woh Raat,Shivoryx,False,64
442,0.801,0.346,5,-13.455,0,0.252,0.0468,0.00169,0.112,0.653,159.986,4Mh04VNolWA9g97ychP72l,172055,4,OFFSHORE,Shubh,False,67
443,0.567,0.526,8,-5.029,1,0.0251,0.153,2.34e-06,0.103,0.231,91.999,5WJ7hrAsgcfncN8zussoFq,261918,4,Dariya,Arko,False,66
444,0.495,0.556,3,-7.49,1,0.041,0.638,0.0,0.123,0.366,159.996,3SHopOL3KEJ8PFl3vJdfmF,225569,4,Naina Da Kya Kasoor,Amit Trivedi,False,67
445,0.78,0.758,5,-6.414,0,0.138,0.115,0.0,0.183,0.711,92.016,6qJrmD6CXKWkWcsYwu9AV3,234864,4,Aathma Raama,Brodha V,False,67
446,0.908,0.314,0,-9.614,1,0.116,0.0424,4.15e-05,0.0727,0.244,97.011,3D0pmiK3zyF9PudyJ8mkor,160825,4,Ma Belle,AP Dhillon,False,70
447,0.549,0.751,6,-4.398,0,0.179,0.637,0.0,0.113,0.164,138.504,7xHG6LdShPMXeL5SllDprP,178339,4,IICONIC,King,True,64
448,0.829,0.622,10,-7.293,1,0.0518,0.293,2.8e-06,0.167,0.775,131.971,7ttlemwytO21npSmLKqTBg,236373,4,Aashiyan,Pritam,False,58
449,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,2l3dFxtoSMgMQVyRIUHjpz,191869,4,Akhiyaan,Mitraz,False,75
450,0.613,0.685,10,-7.993,1,0.0419,0.212,0.0615,0.0926,0.268,139.985,3F2BSn4ayglzMwquBRHZq6,214000,4,Rangi Saari,Kavita Seth,False,70
451,0.676,0.376,2,-11.282,1,0.0351,0.887,0.000183,0.0853,0.226,113.948,0iEdt7cayQ2XbicDeWFztj,178421,4,Khwaab,Anumita Nadesan,False,62
452,0.729,0.396,0,-8.98,1,0.0359,0.796,0.0,0.104,0.886,97.281,0snQrp1VaY5Pj1YIHRJpRJ,103265,4,Chaand Baaliyan,Aditya A,False,80
453,0.516,0.419,1,-10.856,1,0.0275,0.816,0.223,0.0846,0.123,88.966,52lObaMpTZyYt2aACIkBmC,191461,4,Woh Raat,Shivoryx,False,64
454,0.684,0.326,8,-14.036,1,0.0558,0.301,0.000504,0.151,0.487,75.012,4G98uyDGgYieUCC7xaxgF3,230400,4,Bandar,SangeetKir,False,33
455,0.567,0.526,8,-5.029,1,0.0251,0.153,2.34e-06,0.103,0.231,91.999,5WJ7hrAsgcfncN8zussoFq,261918,4,Dariya,Arko,False,66
456,0.449,0.923,1,-5.97,1,0.082,0.0193,0.869,0.365,0.616,143.744,7mlagGXcvSapZdWesGpmdS,84817,3,Toxic,AP Dhillon,True,75
457,0.784,0.454,9,-8.925,1,0.14,0.63,0.000502,0.102,0.668,91.013,4GagsETs7qfR3cwQkRcXgb,270333,4,Main Kya Karoon,Pritam,False,56
458,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,6udC4b4jOSnHb9ItnXgKLR,195253,4,Saibo,Sachin-Jigar,False,77
459,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,2FCXQHugkoHE1K3tiDu8pu,341055,4,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,False,76
460,0.435,0.658,7,-5.949,0,0.0368,0.699,0.0,0.125,0.524,77.17,2tjWCe2W7sgvS3C8NHcdtI,222501,4,"Duniyaa (From ""Luka Chuppi"")",Akhil,False,75
461,0.725,0.492,1,-13.516,0,0.157,0.0723,0.000316,0.0946,0.469,89.971,2NnngVQPPZ6gZEWpSZZCPV,237333,4,Tera Hua Na Mai Kabhi,King,False,54
462,0.441,0.618,4,-8.511,0,0.0386,0.295,6.65e-05,0.105,0.454,98.031,4kaLkst9lT3sQ5Crgxs3ic,240787,4,Pani Da Rang - Male Vocals,Ayushmann Khurrana,False,69
463,0.668,0.475,10,-8.406,0,0.0436,0.0716,0.415,0.0864,0.692,80.031,5uwII82FTuLW7sKOqXAWyY,90001,3,Nazm Nazm,Arko,False,15
464,0.692,0.488,7,-10.96,0,0.135,0.0508,0.0,0.154,0.299,171.9,6TClJ8jXi3OBV7gcrU3jx5,114419,4,TERE TE,AP Dhillon,False,77
465,0.829,0.622,10,-7.293,1,0.0518,0.293,2.8e-06,0.167,0.775,131.971,7ttlemwytO21npSmLKqTBg,236373,4,Aashiyan,Pritam,False,58
466,0.315,0.491,11,-7.0,1,0.0311,0.748,0.0,0.128,0.245,109.966,2Vw94w6FxCyaYwyCivi9Py,198345,4,Tere Naal,Tulsi Kumar,False,62
467,0.725,0.492,1,-13.516,0,0.157,0.0723,0.000316,0.0946,0.469,89.971,2NnngVQPPZ6gZEWpSZZCPV,237333,4,Tera Hua Na Mai Kabhi,King,False,54
468,0.557,0.471,2,-9.414,0,0.355,0.517,2.6e-06,0.112,0.26,162.904,4BWOTlwOwhdOGRZni7nxin,206135,4,She Don't Give A,King,True,70
469,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,5iCY0TXNImK4hyKfcplQsg,207310,4,Baarishein,Anuv Jain,False,78
470,0.871,0.496,10,-9.29,1,0.0721,0.035,2.83e-05,0.0742,0.287,93.033,5eN1nmOe9R29OBL6soTJov,170323,4,MAJHE AALE,AP Dhillon,False,65
471,0.406,0.336,1,-12.011,1,0.0345,0.815,5.26e-06,0.0888,0.327,149.354,7Lcp4QlpR3RDngYejm4fmS,208539,3,"Kahani (From ""Laal Singh Chaddha"")",Pritam,False,61
472,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,0yCWDaAgOtg6TKlNCg9rwA,270000,4,Tu Aake Dekhle,King,False,81
473,0.718,0.489,2,-7.406,1,0.413,0.0287,9.39e-06,0.058,0.582,173.915,78tqiIz7GGnBnDRmPdvkLr,201379,4,Desi Dan Bilzerian,King,False,52
474,0.714,0.811,11,-4.8,1,0.135,0.122,0.0,0.146,0.824,80.997,179ZzNVIwtRCImnRgpXqrG,195556,4,Koo Koo,King,False,30
475,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
476,0.662,0.4,2,-11.2,1,0.0548,0.735,1.65e-05,0.0863,0.617,79.972,6zAvNLJkdyRApUHnlJjKfO,298987,4,Jhoom - R&B Mix,Ali Zafar,False,71
477,0.718,0.489,2,-7.406,1,0.413,0.0287,9.39e-06,0.058,0.582,173.915,78tqiIz7GGnBnDRmPdvkLr,201379,4,Desi Dan Bilzerian,King,False,52
478,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
479,0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,6ZYxNjuAU9Vy3VtF6W1dtE,199206,4,WE ROLLIN,Shubh,True,78
480,0.828,0.533,6,-5.779,0,0.091,0.214,2.8e-05,0.307,0.605,93.021,2AilvPt1AQ8PixlCKqkjfj,200659,4,ELEVATED,Shubh,True,78
481,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
482,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
483,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
484,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,2l3dFxtoSMgMQVyRIUHjpz,191869,4,Akhiyaan,Mitraz,False,75
485,0.613,0.685,10,-7.993,1,0.0419,0.212,0.0615,0.0926,0.268,139.985,3F2BSn4ayglzMwquBRHZq6,214000,4,Rangi Saari,Kavita Seth,False,70
486,0.676,0.376,2,-11.282,1,0.0351,0.887,0.000183,0.0853,0.226,113.948,0iEdt7cayQ2XbicDeWFztj,178421,4,Khwaab,Anumita Nadesan,False,62
487,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
488,0.632,0.371,5,-11.62,1,0.0269,0.575,0.0111,0.0785,0.445,81.996,7n6t89yx1U566KfgFbZNBD,250125,4,Though I Know,Tajdar Junaid,False,34
489,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
490,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
491,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
492,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,2l3dFxtoSMgMQVyRIUHjpz,191869,4,Akhiyaan,Mitraz,False,75
493,0.262,0.224,9,-20.231,0,0.0463,0.0545,0.95,0.118,0.0388,119.715,5aaXqH8rgKZxg61HjECldi,246272,4,No Time for Caution,Hans Zimmer,False,61
494,0.544,0.307,10,-11.361,1,0.0334,0.791,0.0,0.11,0.335,177.808,1ZiReD9pPTttQWwSoYqdyH,221271,4,Aankhon Se Batana,Dikshant,False,74
495,0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,6ZYxNjuAU9Vy3VtF6W1dtE,199206,4,WE ROLLIN,Shubh,True,78
496,0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,5pcmtf1lwrMqmAWWm248fY,168000,4,DESIRES,AP Dhillon,False,72
497,0.622,0.431,11,-8.26,0,0.0293,0.0955,0.0,0.088,0.365,117.919,6XPmY4hIb1RGRyNuq0UBsl,216027,4,Kinna Chir,Kaushik Rai,False,71
498,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
499,0.622,0.431,11,-8.26,0,0.0293,0.0955,0.0,0.088,0.365,117.919,6XPmY4hIb1RGRyNuq0UBsl,216027,4,Kinna Chir,Kaushik Rai,False,71
500,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
501,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,27rdGxbavYJeBphck5MZAF,217467,4,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,False,79
502,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,22kRCQPyNXWZSQEcDvCmGD,230661,4,Gulabi,Sachin-Jigar,False,65
503,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,0F7FA14euOIX8KcbEturGH,113000,4,Old Town Road,Lil Nas X,False,78
504,0.209,0.152,10,-16.519,0,0.0324,0.5,0.903,0.103,0.0482,80.136,1NkI8DtCnjcWVCVLF0gB71,407533,4,The Batman,Michael Giacchino,False,61
505,0.718,0.489,2,-7.406,1,0.413,0.0287,9.39e-06,0.058,0.582,173.915,78tqiIz7GGnBnDRmPdvkLr,201379,4,Desi Dan Bilzerian,King,False,52
506,0.535,0.765,1,-7.862,0,0.0444,0.054,0.0,0.0921,0.373,191.827,3yV2c3cYhkAwSsxAq6nRiv,200120,4,Mann Mera,Gajendra Verma,False,77
507,0.729,0.396,0,-8.98,1,0.0359,0.796,0.0,0.104,0.886,97.281,0snQrp1VaY5Pj1YIHRJpRJ,103265,4,Chaand Baaliyan,Aditya A,False,80
508,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
509,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,2l3dFxtoSMgMQVyRIUHjpz,191869,4,Akhiyaan,Mitraz,False,75
510,0.262,0.224,9,-20.231,0,0.0463,0.0545,0.95,0.118,0.0388,119.715,5aaXqH8rgKZxg61HjECldi,246272,4,No Time for Caution,Hans Zimmer,False,61
511,0.88,0.445,11,-6.154,0,0.066,0.515,4.57e-06,0.102,0.787,138.048,4ywmyUAQ0WAdNHXpoWWqfv,222067,4,Day 'n' Nite,Kid Cudi,False,62
512,0.88,0.445,11,-6.154,0,0.066,0.515,4.57e-06,0.102,0.787,138.048,4ywmyUAQ0WAdNHXpoWWqfv,222067,4,Day 'n' Nite,Kid Cudi,False,62
513,0.88,0.445,11,-6.154,0,0.066,0.515,4.57e-06,0.102,0.787,138.048,4ywmyUAQ0WAdNHXpoWWqfv,222067,4,Day 'n' Nite,Kid Cudi,False,62
514,0.88,0.445,11,-6.154,0,0.066,0.515,4.57e-06,0.102,0.787,138.048,4ywmyUAQ0WAdNHXpoWWqfv,222067,4,Day 'n' Nite,Kid Cudi,False,62
515,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,08Isz2ETWSBhvIl8UpKYsp,170388,4,NO LOVE,Shubh,False,82
516,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,2l3dFxtoSMgMQVyRIUHjpz,191869,4,Akhiyaan,Mitraz,False,75
517,0.262,0.224,9,-20.231,0,0.0463,0.0545,0.95,0.118,0.0388,119.715,5aaXqH8rgKZxg61HjECldi,246272,4,No Time for Caution,Hans Zimmer,False,61
518,0.544,0.307,10,-11.361,1,0.0334,0.791,0.0,0.11,0.335,177.808,1ZiReD9pPTttQWwSoYqdyH,221271,4,Aankhon Se Batana,Dikshant,False,74
519,0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,6ZYxNjuAU9Vy3VtF6W1dtE,199206,4,WE ROLLIN,Shubh,True,78
520,0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,5pcmtf1lwrMqmAWWm248fY,168000,4,DESIRES,AP Dhillon,False,72
521,0.622,0.431,11,-8.26,0,0.0293,0.0955,0.0,0.088,0.365,117.919,6XPmY4hIb1RGRyNuq0UBsl,216027,4,Kinna Chir,Kaushik Rai,False,71
522,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
523,0.622,0.431,11,-8.26,0,0.0293,0.0955,0.0,0.088,0.365,117.919,6XPmY4hIb1RGRyNuq0UBsl,216027,4,Kinna Chir,Kaushik Rai,False,71
524,0.622,0.431,11,-8.26,0,0.0293,0.0955,0.0,0.088,0.365,117.919,6XPmY4hIb1RGRyNuq0UBsl,216027,4,Kinna Chir,Kaushik Rai,False,71
525,0.622,0.431,11,-8.26,0,0.0293,0.0955,0.0,0.088,0.365,117.919,6XPmY4hIb1RGRyNuq0UBsl,216027,4,Kinna Chir,Kaushik Rai,False,71
526,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4,Choo Lo,The Local Train,False,68
527,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,27rdGxbavYJeBphck5MZAF,217467,4,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,False,79
528,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,22kRCQPyNXWZSQEcDvCmGD,230661,4,Gulabi,Sachin-Jigar,False,65
529,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,0F7FA14euOIX8KcbEturGH,113000,4,Old Town Road,Lil Nas X,False,78
530,0.209,0.152,10,-16.519,0,0.0324,0.5,0.903,0.103,0.0482,80.136,1NkI8DtCnjcWVCVLF0gB71,407533,4,The Batman,Michael Giacchino,False,61
531,0.718,0.489,2,-7.406,1,0.413,0.0287,9.39e-06,0.058,0.582,173.915,78tqiIz7GGnBnDRmPdvkLr,201379,4,Desi Dan Bilzerian,King,False,52
532,0.535,0.765,1,-7.862,0,0.0444,0.054,0.0,0.0921,0.373,191.827,3yV2c3cYhkAwSsxAq6nRiv,200120,4,Mann Mera,Gajendra Verma,False,77
